I 12/13,#,Level,Unit,Square,Bag,Flake portion,L(max),L(tech),W(mid length),T(mid length),T(bulb),P(w),P(t),EPA,EPA angle,Length Profile,MASS,Edge profile,Rock,P(morph),P(prep),P(prep on dorsal),P(abr),Cone,Cort,Dorsal scar pattern,Frac initiation point,Type,Termination,Twisted,Photo,Notes
,2375,rf,65,i13,163,complete,19.73,19.73,4.96,2.31,1.1,1.6,0.86,NA,#VALUE!,0.2,0.19,Paralell,Dyke material,Oval/triangular (D3),Cortical,short hinged removals (A2),Very high,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,yes,
,2376,rf,65,i13,163,complete,23.59,23.01,8.2,3.26,1.31,2.25,0.87,NA,#VALUE!,2,0.8,Paralell,Chert,Oval/triangular (D3),Cortical,None (A1);,Very high,lipped,1-9%,Unidirectional-parallel A,Non-expressed, B4,Axial,yes,no,
,2377,rf,65,i13,163,complete,17.87,17.87,4.35,1.97,1.93,1.18,0.75,NA,#VALUE!,0.3,0.2,Paralell,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Very high,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Feather,yes,no,
,2378,rf,65,i13,163,complete,20.59,20.59,6.45,1.59,1.2,2.94,0.95,NA,#VALUE!,0.2,0.22,Paralell,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,High,lipped,1-9%,Unidirectional-parallel A,Non-expressed, B7,Feather,yes,yes,
,2379,rf,65,i13,163,complete,20.04,20.04,4.46,1.63,1.06,1.1,0.66,NA,#VALUE!,0.8,0.13,Converging,Chert,Narrow linear (D2),Cortical,short hinged removals (A2),High,lipped,0,Bidirectional/opposed,Non-expressed, B1,Feather,yes,no,
,2380,rf,65,i13,163,complete,23.02,21.17,7.67,3.35,1.98,3.28,0.83,NA,#VALUE!,0.2,0.58,Converging,Chert,Narrow linear (D2),Cortical,small removals following scar ridges (A3),Very high,soriano double impact point and missing bulb,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,yes,
,2381,rf,65,i13,163,complete,22.06,22.06,6.8,1.18,1.26,2.9,0.57,NA,#VALUE!,0.3,0.33,Converging,Dyke material,Crushed,Absent (broken platform),small removals following scar ridges (A3),None,Sheared bulb,0,UnidirectioNAl-convergent,Non-expressed, B1,Feather,no,yes,
,2382,rf,65,i13,163,proximal,,,,,1.67,1.83,1,NA,#VALUE!,0,1.53,Broken,CCS general,Oval/triangular (D3),Reduced to an edge,None (A1);,High,lipped,41-60%,Unidirectional-parallel A,Non-expressed, B6,Broken,no,yes,
,2383,rf,65,i13,163,complete,15.46,15.46,6.47,1.1,1.68,3.08,1.17,NA,#VALUE!,0.3,0.11,Converging,Chert,Broken / fissured,Absent (broken platform),None (A1);,None,Sheared bulb,61-90%,NA,Non-expressed,A3,Feather,no,no,
,2384,rf,65,i13,163,proximal,,,,,1.63,4.52,1.42,1.75,46.63541677,0.2,0.28,Other,Dyke material,Oval/triangular (D3),Faceted (bulb negatives are present),None (A1);,None,Hertzian cone present,41-60%,Unidirectional-parallel A,Non-expressed, B6,Broken,no,yes,
,2385,rf,65,i13,163,complete,21.54,20.88,6.14,2.16,1.24,2.65,0.66,NA,#VALUE!,0.9,0.35,Paralell,Chert,Narrow linear (D2),Cortical,small removals following scar ridges (A3),High,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,no,
,2386,rf,65,i13,163,proximal,,,,,0.69,1,0.52,NA,#VALUE!,0.3,0.12,Other,Chalcedony,Oval/triangular (D3),Cortical,None (A1);,High,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,no,
,2387,rf,65,i13,163,complete,14.16,14.16,5.72,1.98,1.04,0.92,0.77,NA,#VALUE!,1,0.2,Paralell,Chalcedony,Narrow linear (D2),Cortical,short hinged removals (A2),High,Hertzian cone present,0,UnidirectioNAl-convergent,Non-expressed, B4,Axial,yes,yes,
,2388,rf,65,i13,163,complete,25.74,25.74,6.44,1.71,1.12,1.47,0.55,NA,#VALUE!,0.6,0.29,Converging,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),High,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Feather,yes,yes,
,2389,rf,65,i13,163,complete,16.72,16.72,5.64,1.72,1.37,1.71,0.69,NA,#VALUE!,0,0.16,Paralell,Chert,Narrow linear (D2),Cortical,small removals following scar ridges (A3),High,Eraillure scar,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,no,
,2390,rf,65,i13,163,complete,10.92,10.92,3.34,0.97,1.46,2.77,0.85,NA,#VALUE!,0,0.06,Converging,Chalcedony,Quadrangular or wide trapezoidal (D5),None (plain),short hinged removals (A2),High,Hertzian cone present,0,UnidirectioNAl-convergent,Non-expressed, B1,Feather,no,yes,
,2391,rf,65,i13,163,proximal,,,,,1.35,2.52,0.59,NA,#VALUE!,0.1,0.42,Paralell,Chert,Narrow linear (D2),Cortical,None (A1);,High,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Broken,yes,no,
,2392,rf,65,i13,163,complete,23.09,23.09,6.16,1.57,1.51,2.49,0.57,NA,#VALUE!,1.1,0.33,Converging,Chert,Narrow linear (D2),Cortical,short hinged removals (A2),High,Hertzian cone present,11-40%,UnidirectioNAl-convergent,Non-expressed, B7,Axial,yes,no,
,2393,rf,65,i13,163,proximal,,,,,2.08,1.39,1.09,NA,#VALUE!,0,0.15,Converging,Chalcedony,Oval/triangular (D3),None (plain),None (A1);,Slight,Sheared bulb,41-60%,Unidirectional-parallel A,Non-expressed, B7,Broken,yes,no,
,2394,rf,65,i13,163,complete,12.14,12.14,2.57,1.13,0.73,1.77,0.5,NA,#VALUE!,0.1,0.03,Converging,Chert,Narrow linear (D2),None (plain),short hinged removals (A2),High,Hertzian cone present,0,UnidirectioNAl-convergent,Non-expressed, B1,Hinge,no,yes,
,2395,rf,65,i13,163,complete,19.07,19.04,6.85,1.46,0.95,1.79,0.65,NA,#VALUE!,1.5,0.24,Converging,Chert,Missing,Reduced to an edge,short hinged removals (A2),Very high,none,0,UnidirectioNAl-convergent,Non-expressed, B6,Feather,yes,no,
,2396,rf,65,i13,163,complete,12.23,12.23,2.96,0.67,1.96,4.07,2,2.43,61.80291193,1,0.02,Converging,Chert,Oval/triangular (D3),None (plain),None (A1);,High,none,0,Unidirectional-parallel A,Non-expressed,Core mainteNAnce flake,Feather,no,yes,
,2397,rf,65,i13,163,complete,12.29,11.17,3.4,1.02,0.94,2.14,0.72,NA,#VALUE!,0.4,0.05,Converging,Chert,Narrow linear (D2),Cortical,short hinged removals (A2),Slight,none,41-60%,Unidirectional-parallel A,Non-expressed, B4,Axial,yes,no,
,2398,rf,65,i13,163,complete,16.33,16.33,4.15,2.07,1.52,2.19,0.62,NA,#VALUE!,0.1,0.15,Paralell,Chalcedony,Missing,Reduced to an edge,short hinged removals (A2),Very high,Hertzian cone present,0,Orthogonal/crossed,Non-expressed,Core mainteNAnce flake,Feather,yes,yes,
,2399,rf,65,i13,163,proximal,,,,,1.53,0.65,0.6,NA,#VALUE!,0,0.11,Expanding,Chert,Punctiform (D1),None (plain),short hinged removals (A2),High,crushed,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,no,
,2400,rf,65,i13,163,proximal,,,,,1.62,1.4,0.47,NA,#VALUE!,0.2,0.09,Broken,Chert,Missing,Reduced to an edge,None (A1);,None,Sheared bulb,0,Unidirectional-parallel A,Non-expressed, B1,Broken,yes,no,
,2401,rf,65,i13,163,complete,15.25,15.25,5.98,1.55,1.06,2.65,0.78,NA,#VALUE!,0,0.11,Converging,Hornfels,Narrow linear (D2),Cortical,short hinged removals (A2),High,lipped,11-40%,Orthogonal/crossed,Non-expressed, B7,Feather,no,yes,
,2402,rf,65,i13,163,complete,16.03,16.03,3.98,1.6,1.29,3.11,0.88,NA,#VALUE!,0.3,0.11,Converging,Hornfels,Quadrangular or wide trapezoidal (D5),Reduced to an edge,small removals following scar ridges (A3),High,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,yes,residue on distal?
,2403,rf,65,i13,163,complete,21.9,21.9,4.55,2.72,1.95,3.57,1.01,1.65,44.23403728,0.2,0.3,Paralell,Chalcedony,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Very high,lipped,0,UnidirectioNAl-convergent,Non-expressed, B1,Feather,yes,no,
,2404,rf,65,i13,163,complete,16.32,16.32,6.56,1.31,1.47,1.6,1.1,NA,#VALUE!,0.2,0.16,Paralell,CCS general,Oval/triangular (D3),Cortical,None (A1);,Slight,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Broken,yes,no,
,2405,rf,65,i13,163,complete,18.89,18.89,7.64,1.6,1.32,1.44,0.78,NA,#VALUE!,0.1,0.22,Converging,CCS general,Oval/triangular (D3),Cortical,small removals following scar ridges (A3),High,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,utilized lateral?
,2406,rf,65,i13,163,complete,21.77,21.77,5.66,2.48,1.2,1.57,0.86,NA,#VALUE!,0.6,0.34,Paralell,Chalcedony,Oval/triangular (D3),None (plain),None (A1);,Slight,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed, B1,Feather,yes,no,
,2407,rf,65,i13,163,complete,22.8,22.8,3.79,1.31,1.75,1.26,0.7,NA,#VALUE!,0.6,0.13,Converging,Chalcedony,Oval/triangular (D3),None (plain),None (A1);,None,Hertzian cone present,0,UnidirectioNAl-convergent,Non-expressed, B1,Feather,yes,no,
,2408,rf,65,i13,163,complete,20.06,20.06,7.39,3.5,1.17,1.48,0.91,NA,#VALUE!,2.5,0.55,Paralell,Chalcedony,Oval/triangular (D3),None (plain),None (A1);,Slight,lipped,0,Sub-centripetal,Non-expressed, B3,Plunge,no,yes,
,2409,rf,65,i13,163,complete,13.42,13.42,4.73,0.67,0.74,0.88,0.41,NA,#VALUE!,0,0.06,Paralell,Hornfels,Narrow linear (D2),Cortical,None (A1);,High,crushed,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,no,
,2410,rf,65,i13,163,complete,11.86,11.88,4.61,0.83,0.71,1.75,0.67,NA,#VALUE!,0,0.03,Converging,Hornfels,Oval/triangular (D3),Cortical,None (A1);,High,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,impact fracture?
,2411,rf,65,i13,163,complete,25.12,24.35,4.29,2.22,1.27,1.29,0.39,NA,#VALUE!,1.8,0.22,Paralell,Chalcedony,Oval/triangular (D3),None (plain),None (A1);,Very high,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed, B1,Feather,yes,no,
,2412,rf,65,i13,163,complete,14.73,14.73,5.42,1.77,1.68,2.08,1.1,NA,#VALUE!,0.7,0.15,Converging,CCS general,Oval/triangular (D3),Cortical,short hinged removals (A2),High,lipped,0,UnidirectioNAl-convergent,Non-expressed, B1,Feather,yes,yes,
,2413,rf,65,i13,163,complete,10.89,10.89,3.54,0.56,1,1.1,0.56,NA,#VALUE!,0,0.02,Converging,Chert,Oval/triangular (D3),Cortical,small removals following scar ridges (A3),High,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,yes,
,2414,rf,65,i13,163,complete,14.63,14.63,5.29,1.09,0.78,0.88,0.63,NA,#VALUE!,0.3,0.07,Converging,Chalcedony,Punctiform (D1),Reduced to an edge,short hinged removals (A2),Very high,Sheared bulb,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,no,
,2415,rf,65,i13,163,complete,20.8,20.8,5.86,2,1.13,3,0.48,NA,#VALUE!,1.9,0.37,Paralell,Chert,Narrow linear (D2),None (plain),small removals following scar ridges (A3),High,none,11-40%,Unidirectional-parallel A,Non-expressed, B4,Axial,yes,yes,
,2416,rf,65,i13,163,complete,17.91,17.91,5.57,1.5,0.67,2.1,0.33,NA,#VALUE!,1.2,0.15,Paralell,Chalcedony,Missing,Reduced to an edge,None (A1);,Slight,Eraillure scar,11-40%,Orthogonal/crossed,Non-expressed, B6,Axial,yes,yes,
,2417,rf,65,i13,163,complete,18.1,18.1,4.46,2.51,0.71,0.86,0.67,NA,#VALUE!,1.1,0.22,Expanding,CCS general,Punctiform (D1),Cortical,None (A1);,Slight,none,1-9%,Orthogonal/crossed,Non-expressed,A1,Axial,yes,yes,
,2418,rf,65,i13,163,complete,24.59,24.58,3.05,1.4,1.15,2.07,1.07,NA,#VALUE!,2.6,0.17,Paralell,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,Slight,none,0,Unidirectional-parallel A,Non-expressed,Core mainteNAnce flake,Axial,yes,yes,
,2419,rf,65,i13,163,complete,19.04,19.04,4.28,3.33,2.93,3.17,1.75,2.99,72.739815,0.9,0.33,Converging,Hornfels,Oval/triangular (D3),None (plain),None (A1);,None,lipped,0,Orthogonal/crossed,Non-expressed, B5,Feather,yes,no,
,2420,rf,65,i13,163,complete,13.67,13.67,2.88,1.73,0.94,NA,0.82,NA,#VALUE!,0.4,0.08,Converging,Chert,Broken / fissured,Absent (broken platform),short hinged removals (A2),Slight,Sheared bulb,0,Bidirectional/opposed,Non-expressed, B6,Feather,yes,no,
,2421,rf,65,i13,163,complete,12.13,12.13,5.73,1.34,0.99,2.17,0.87,NA,#VALUE!,0.2,0.07,Paralell,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Hinged bulb,1-9%,Unidirectional-parallel A,Non-expressed, B6,Feather,yes,no,
,2422,rf,65,i13,163,complete,21.17,21.16,5.64,1.68,0.96,1.44,0.45,NA,#VALUE!,0.1,0.32,Paralell,CCS general,Punctiform (D1),Reduced to an edge,short hinged removals (A2),High,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,yes,
,2423,rf,65,i13,163,complete,19.53,19.53,5.51,0.98,1.2,1.56,0.78,NA,#VALUE!,0.1,0.14,Paralell,Chert,Punctiform (D1),None (plain),small removals following scar ridges (A3),High,lipped,0,Bidirectional/opposed,Non-expressed, B1,Feather,no,yes,
,2424,rf,65,i13,164,complete,39.21,39.21,5.71,3.56,1.06,2.67,0.61,NA,#VALUE!,1.1,0.73,Paralell,Chert,Missing,Reduced to an edge,small removals following scar ridges (A3),Slight,Sheared bulb,0,Orthogonal/crossed,Non-expressed, B5,Axial,yes,yes,retouched distal
,2425,rf,65,i13,164,complete,35.28,35.28,8.01,2.42,1.54,1.78,0.76,NA,#VALUE!,0.1,0.76,Paralell,Chert,Oval/triangular (D3),None (plain),small removals following scar ridges (A3),High,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,yes,
,2426,rf,65,i13,164,complete,40.17,40.17,8.17,2.41,1.24,2.64,0.72,NA,#VALUE!,1.6,0.72,Converging,Chert,Narrow linear (D2),Cortical,small removals following scar ridges (A3),High,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,yes,
,2427,rf,65,i13,164,complete,36.64,36.63,9.75,4.67,2.35,1.86,0.83,NA,#VALUE!,0.4,2.19,Paralell,Chert,Missing,Reduced to an edge,short hinged removals (A2),Very high,Eraillure scar,11-40%,Orthogonal/crossed,Non-expressed, B4,Axial,yes,no,
,2428,rf,65,i13,164,complete,28.09,26.76,6.28,2.74,1.67,2.93,1.14,NA,#VALUE!,0.2,0.56,Paralell,Hornfels,Narrow linear (D2),Cortical,small removals following scar ridges (A3),High,lipped,11-40%,Unidirectional-parallel A,Non-expressed, B6,Feather,no,no,
,2429,rf,65,i13,164,complete,27.78,27.78,3.9,2.5,1.6,1.52,0.88,NA,#VALUE!,1.1,0.29,Paralell,CCS general,Punctiform (D1),None (plain),None (A1);,Slight,lipped,0,Orthogonal/crossed,Non-expressed, B5,Feather,yes,yes,
,2430,rf,65,i13,164,complete,28.16,26.84,7.01,2.63,2,1.86,0.8,NA,#VALUE!,0.4,0.77,Paralell,Chalcedony,Oval/triangular (D3),Cortical,None (A1);,Slight,lipped,0,UnidirectioNAl-convergent,Non-expressed, B1,Feather,no,no,
,2431,rf,65,i13,164,complete,29.2,29.2,5.86,1.73,1.26,1.78,1.04,NA,#VALUE!,1,0.33,Converging,Chert,Oval/triangular (D3),None (plain),small removals following scar ridges (A3),High,lipped,0,UnidirectioNAl-convergent,Non-expressed, B1,Feather,yes,no,
,2432,rf,65,i13,164,complete,27.02,25.41,5.16,1.92,0.72,1.1,0.68,NA,#VALUE!,0.6,0.32,Paralell,Chert,Punctiform (D1),None (plain),"Lateral, point of impact more prominent (A4)",High,crushed,1-9%,Unidirectional-parallel A,Non-expressed, B6,Feather,no,yes,
,2433,rf,65,i13,164,complete,37.45,37.45,6.94,2.77,2.23,2.34,0.53,NA,#VALUE!,4.5,1.1,Expanding,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Very high,lipped,0,Unidirectional-parallel A,Non-expressed,Core mainteNAnce flake,Axial,no,yes,
,2434,rf,65,i13,164,complete,29.52,29.52,5.52,1.83,1.66,2.57,0.59,NA,#VALUE!,2.2,0.4,Paralell,Chert,Oval/triangular (D3),Cortical,small removals following scar ridges (A3),High,lipped,0,UnidirectioNAl-convergent,Non-expressed, B1,Axial,yes,no,
,2435,rf,65,i13,164,complete,30.68,30.68,6.04,1.94,1.58,2.87,0.86,NA,#VALUE!,1.4,0.41,Converging,Chert,Narrow linear (D2),Cortical,small removals following scar ridges (A3),High,Eraillure scar,0,UnidirectioNAl-convergent,Non-expressed, B1,Feather,yes,yes,
,2436,rf,65,i13,164,complete,29.85,29.85,6.8,2.93,1.17,1.38,0.93,NA,#VALUE!,3.1,0.52,Paralell,Chalcedony,Oval/triangular (D3),None (plain),short hinged removals (A2),High,lipped,61-90%,Unidirectional-parallel A,Non-expressed, B6,Axial,yes,no,
,2437,rf,65,i13,164,proximal but nearly complete,26.85,26.85,5.38,2.25,0.91,0.94,0.66,NA,#VALUE!,1.1,0.36,Converging,Chert,Punctiform (D1),None (plain),None (A1);,None,lipped,0,UnidirectioNAl-convergent,Non-expressed, B1,Bipolar ,yes,yes,
,2438,rf,65,i12,165,proximal,,,,,1.2,2.7,1.08,NA,#VALUE!,0,0.11,Paralell,Hornfels,Oval/triangular (D3),Cortical,small removals following scar ridges (A3),None,crushed,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,
,2439,rf,65,i12,166,proximal,,,,,1.07,1.66,0.72,NA,#VALUE!,0,0.1,Broken,Hornfels,Punctiform (D1),Reduced to an edge,None (A1);,None,Sheared bulb,0,Unidirectional-parallel A,Non-expressed, B7,Broken,no,no,Pics after=core reduced piece and distal retouched tip
,2440,rf,65,i12,167,proximal,,,,,2.23,9.52,1.08,NA,#VALUE!,0.1,1.06,Broken,Chert,Broken / fissured,Absent (broken platform),None (A1);,None,Sheared bulb,0,UnidirectioNAl-convergent,Non-expressed, B1,Broken,no,yes,photos after = damaged distal/mesial sections
,2441,rf,65,i13,168,proximal,,,,,1.87,6.29,1.58,2.39,60.96808668,0,0.44,Broken,CCS general,Oval/triangular (D3),Cortical,short hinged removals (A2),High,lipped,1-9%,Unidirectional-parallel A,Non-expressed, B7,Broken,no,yes,
,2442,rf,65,i13,168,complete,18.38,18.38,7.59,1.54,1.68,4.87,0.88,NA,#VALUE!,0.2,0.26,Converging,CCS general,Narrow linear (D2),Reduced to an edge,short hinged removals (A2),Slight,Sheared bulb,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,no,
,2443,rf,65,i13,168,proximal,,,,,1.03,1.73,0.73,NA,#VALUE!,0.2,0.13,Broken,Hornfels,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,no,
,2444,rf,65,i13,168,proximal,,,,,1.26,4.4,0.4,NA,#VALUE!,2.1,0.35,Paralell,Hornfels,Narrow linear (D2),None (plain),short hinged removals (A2),Very high,soriano double impact point and missing bulb,0,Unidirectional-parallel A,Non-expressed, B3,Axial,yes,yes,
,2445,rf,65,i13,168,proximal,,,,,4.4,7.12,4.2,4.9,100.7116501,1.7,1.88,Broken,Chert,Quadrangular or wide trapezoidal (D5),Reduced to an edge,None (A1);,Slight,none,41-60%,Orthogonal/crossed,Non-expressed,C2,Broken,yes,yes,
,2446,rf,65,i13,168,complete,19.84,19.84,6.34,2.48,2.31,5.35,1.97,2.18,56.46677725,0.9,0.37,Converging,Chalcedony,Oval/triangular (D3),Cortical,small removals following scar ridges (A3),High,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Feather,yes,no,
,2447,rf,65,i13,168,proximal,,,,,1.54,2.88,1.16,1.83,48.52588577,0.3,0.11,Paralell,Chert,Oval/triangular (D3),Cortical,small removals following scar ridges (A3),High,crushed,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,"photos after=edge damage, impact fractures?"
,2448,rf,65,i13,169,complete,66.28,66.28,13.36,4.43,5.06,2.84,1.6,4.15,91.25612999,0,2.66,Paralell,Dyke material,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Hinge,no,yes,broken in two (2448a and b)
random tools found in extra box from all layers (pay attention to changing layers,2449,mos,134,i12,170,complete,21.06,21.06,8.29,2.88,2.68,4.96,1.83,NA,#VALUE!,0.3,0.75,Paralell,Chalcedony,Crushed,Absent (broken platform),short hinged removals (A2),Very high,none,61-90%,Bidirectional/opposed,Non-expressed,A3,Bipolar ,no,yes,photos from here on are of random pieces found in new box (from a variety of layers)
,2450,mos,134,i13,171,proximal,,,,,2.13,1.25,0.99,NA,#VALUE!,0,0.74,Expanding,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),Very high,Sheared bulb,0,Orthogonal/crossed,Non-expressed, B1,Broken,no,yes,
,2451,mos,134,i13,172,complete,44.59,44.59,12.06,3.75,3.96,7.42,1.96,3.35,79.05365907,1.2,2.1,Converging,Chert,Lunate (D4),Cortical,short hinged removals (A2),High,lipped,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Feather,no,yes,
,2452,mos,132,i13,173,complete,38.31,38.31,9.93,3.18,2.69,4.29,1.27,2.15,55.80750931,2.5,1.58,Converging,CCS general,Oval/triangular (D3),Cortical,short hinged removals (A2),Very high,lipped,1-9%,Unidirectional-parallel A,Non-expressed, B3,Axial,yes,yes,
,2453,mos,132,i13,174,proximal,,,,,3.5,6.34,3.33,2.53,63.85841788,0,0.91,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,Slight,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,"pics after=small bladelet cores (mitchell's desigNAtion, what I would call rice grain cores from 132), 'knife' from 130"
130,2454,mos,130,i13,175,complete,34.68,30.97,12.88,5.42,3.61,6.18,2.31,2.8,69.18457738,2.1,2.93,Paralell,Chert,Oval/triangular (D3),Cortical,None (A1);,None,lipped,0,Unidirectional-parallel A,Expressed and centered on the platform, B3,Axial,yes,yes,
,2455,mos,130,i13,175,complete,28.42,28.42,11.27,2.94,3.22,10.2,1.54,1.74,46.39718103,0.4,1.17,Paralell,Chert,Narrow linear (D2),Cortical,short hinged removals (A2),High,Hertzian cone present,1-9%,Unidirectional-parallel A,Non-expressed, B7,Feather,yes,yes,
,2456,mos,130,i13,175,complete,21.45,21.45,7.86,1.79,2.07,3.59,1.87,2.48,62.83629513,2,0.46,Converging,Chalcedony,Oval/triangular (D3),Cortical,None (A1);,None,Eraillure scar,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Plunge,no,yes,
,2457,mos,130,i13,175,complete,19.04,19.04,8.31,2.37,1.1,3.24,1.29,NA,#VALUE!,1.5,0.42,Converging,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,Hinged bulb,0,UnidirectioNAl-convergent,Non-expressed, B4,Axial,yes,yes,
,2458,mos,130,i13,175,complete,23.72,23.72,6.35,2.17,1.09,3.02,0.56,NA,#VALUE!,0,0.28,Paralell,Chert,Narrow linear (D2),None (plain),short hinged removals (A2),Very high,none,0,Unidirectional-parallel A,Non-expressed, B1,Broken,yes,yes,
,2459,mos,130,i13,175,proximal but nearly complete,23.56,23.56,8.69,3.81,6.43,10.71,6.67,2.07,54.0297232,0,0.85,Converging,Chert,Oval/triangular (D3),Cortical,small removals following scar ridges (A3),Slight,Eraillure scar,11-40%,Unidirectional-parallel A,Non-expressed, B5,Hinge,no,yes,
,2460,mos,130,i13,176,proximal,,,,,3.02,4.97,3.01,3.09,74.54834638,0,0.42,Broken,Chert,Oval/triangular (D3),Faceted (bulb negatives are present),None (A1);,High,lipped,0,UnidirectioNAl-convergent,Non-expressed, B1,Broken,no,yes,
,2461,mos,130,i13,176,proximal,,,,,5.36,6.82,6.09,5.9,110.9335114,0,0.8,Converging,Chert,Oval/triangular (D3),Cortical,None (A1);,None,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,
,2462,mos,130,i13,176,proximal,,,,,2.68,4.19,1.62,NA,#VALUE!,0.6,0.98,Paralell,Chalcedony,Quadrangular or wide trapezoidal (D5),None (plain),None (A1);,None,Eraillure scar,0,Unidirectional-parallel A,Non-expressed, B1,Broken,yes,yes,
,2463,mos,130,i13,177,proximal,,,,,4.17,10.99,3.85,3.55,82.33187421,3,1.89,Ovoid,Dyke material,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,lipped,0,UnidirectioNAl-convergent,Non-expressed, B1,Broken,no,yes,
,2464,mos,130,i12,178,complete,13.63,13.63,4.2,1.27,1.49,3.87,1.71,1.96,51.53865525,0,0.09,Converging,Dyke material,Oval/triangular (D3),Dihedral,None (A1);,None,none,11-40%,Orthogonal/crossed,Non-expressed, B1,Feather,no,yes,
,2465,mos,130,i12,178,complete,32.21,32.21,5.55,3.42,1.5,1.64,0.75,NA,#VALUE!,0,0.96,Paralell,Chert,Broken / fissured,Absent (broken platform),None (A1);,None,Sheared bulb,0,UnidirectioNAl-convergent,Non-expressed,Other,Bipolar ,no,yes,flat bipolar bladelet core fragment
,2466,mos,130,i12,178,complete,45.32,45.31,9.57,3.57,1.59,2.93,1.16,NA,#VALUE!,3,1.98,Converging,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Very high,lipped,41-60%,Unidirectional-parallel A,Non-expressed, B6,Feather,no,yes,
,2467,mos,130,i12,179,proximal,,,,,1.63,3.13,1.42,2.77,68.6087785,0,0.25,Broken,Hornfels,Quadrangular or wide trapezoidal (D5),Cortical,small removals following scar ridges (A3),None,Eraillure scar,1-9%,Sub-centripetal,Non-expressed, B1,Broken,no,yes,
BAS,2468,bas,126,i12,180,complete,40.84,40.84,7.97,4.71,4.48,5.49,4.14,3.2,76.48875572,3.1,1.23,Converging,CCS general,Oval/triangular (D3),Dihedral,None (A1);,None,none,0,Orthogonal/crossed,Non-expressed, B5,Broken,yes,yes,photo after = i13 096 scraper and i12 o096a mrp
96,2469,bas,96,i13,181,proximal,,,,,6.4,14.02,5.51,3.12,75.08260366,0,2.88,Broken,Chert,Oval/triangular (D3),None (plain),None (A1);,None,crushed,91-99%,Unidirectional-parallel A,Expressed and lateralized on the platform,A3,Broken,no,yes,mitchell's truncated flakes
,2470,bas,96,i13,181,proximal,,,,,4.42,10.35,3.14,3.97,88.71571501,0,2.57,Broken,CCS general,Narrow linear (D2),Cortical,short hinged removals (A2),High,Eraillure scar,11-40%,Unidirectional-parallel A,Non-expressed,Other,Broken,no,yes,mitchell's truncated flakes
,2471,bas,96,i13,181,proximal,,,,,8.28,10.51,7.66,3.52,81.8502537,0,2.2,Broken,CCS general,Oval/triangular (D3),Cortical,None (A1);,None,lipped,11-40%,NA,Non-expressed, B7,Broken,no,yes,mitchell's truncated flakes
